year,species,port,county,lob_zone,weight_type,weight,value,trip_n,harv_n
2010,Lobster American,South Thomaston,Knox,D,Live Pounds,450858,1551575.32,1280,19
2010,Lobster American,Southport,Lincoln,E,Live Pounds,375965.5,1221130.9,2111,33
2010,Lobster American,Southwest Harbor,Hancock,B,Live Pounds,1806522.33,6540708.7,5010,125
2010,Lobster American,Spruce Head,Knox,D,Live Pounds,3555223.16,10169359.59,10480,173
2010,Lobster American,Steuben,Washington,A,Live Pounds,1854797.5,5908002.951,5441,87
2010,Lobster American,Stonington,Hancock,C,Live Pounds,14569084.43,46512113.22,31601,451
2010,Lobster American,Sullivan,Hancock,B,Live Pounds,147826.45,536298.908,551,13
2010,Lobster American,Swans Island,Hancock,B,Live Pounds,2302719.9,7780293.014,5294,96
2010,Lobster American,Tenants Harbor,Knox,D,Live Pounds,2264445.75,6866002.46,5956,89
2010,Lobster American,Trenton,Hancock,B,Live Pounds,17261.2,64079.32,78,15
2010,Lobster American,Vinalhaven,Knox,C,Live Pounds,5842761.15,18982905.85,13521,204
2010,Lobster American,Waldoboro,Lincoln,D,Live Pounds,43997,170401.54,109,5
2010,Lobster American,Wells,York,G,Live Pounds,35547.08,126076.187,263,10
2010,Lobster American,West Bath,Sagadahoc,E,Live Pounds,4236.5,13298.92,9,4
2010,Lobster American,Winter Harbor,Hancock,B,Live Pounds,1476912,4902237.26,3663,40
2010,Lobster American,Wiscasset,Lincoln,E,Live Pounds,171648.5,533345.825,985,23
2010,Lobster American,Yarmouth,Cumberland,F,Live Pounds,110191.2,412684.075,435,35
2010,Lobster American,York,York,G,Live Pounds,551969.91,2021978.802,1621,32
2010,Mackerel Atlantic,Other Maine,Not-Specified,UK,Live Pounds,23879.9,13720.18,22,5
2010,Mackerel Atlantic,Portland,Cumberland,F,Live Pounds,330591.6,52319.971,43,8
2010,Monkfish,Other Maine,Not-Specified,UK,Live Pounds,339798.38,329306.178,688,36
2010,Monkfish,Port Clyde,Knox,D,Live Pounds,64357.2,63790.649,70,9
2010,Mussel Blue Sea,Harpswell,Cumberland,F,Live Pounds,62795.42,54631,123,5
2010,Mussel Blue Sea,Jonesport,Washington,A,Live Pounds,8144041.9,588256.75,569,9
2010,Mussel Blue Sea,Other Maine,Not-Specified,UK,Live Pounds,5746109.68,1406872.498,1236,16
2010,Mussel Blue Sea,Portland,Cumberland,F,Live Pounds,718440.06,17564.8,103,3
2010,Oyster Eastern / American,Damariscotta,Lincoln,E,Live Pounds,712788.17,1508612.55,272,9
2010,Oyster Eastern / American,Harpswell,Cumberland,F,Live Pounds,66906.84,9658.56,21,7
2010,Oyster Eastern / American,Newcastle,Lincoln,E,Live Pounds,50465.9,123608.02,193,3
2010,Oyster Eastern / American,Other Maine,Not-Specified,UK,Live Pounds,215300.75,305406.36,442,31
2010,Oyster Eastern / American,West Bath,Sagadahoc,E,Live Pounds,37881.53,109921.46,229,3
2010,Oyster Eastern / American,Yarmouth,Cumberland,F,Live Pounds,12736.39,28995.2,56,4
2010,Oyster European Flat,Other Maine,Not-Specified,UK,Live Pounds,2234.52,6479.5,20,11
2010,Periwinkle Common,Lubec,Washington,A,Live Pounds,421355.9,424953.065,5433,213
2010,Periwinkle Common,Other Maine,Not-Specified,UK,Live Pounds,684625.42,629296.44,6785,466
2010,Plaice American (Dab),Other Maine,Not-Specified,UK,Live Pounds,192422.82,282846.442,635,41
2010,Pollock,Other Maine,Not-Specified,UK,Live Pounds,1633096.34,1494543.696,691,37
2010,Pollock,Port Clyde,Knox,D,Live Pounds,7259.12,7954.588,58,9
2010,Redfish Acadian Ocean Perch,Other Maine,Not-Specified,UK,Live Pounds,126643,92059.129,486,35
2010,Redfish Acadian Ocean Perch,Port Clyde,Knox,D,Live Pounds,5706.48,5005.743,58,8
2010,Rockweed,Other Maine,Not-Specified,UK,Live Pounds,11361299,378837.44,979,30
2010,Sandworms,Addison,Washington,A,Live Pounds,35933.49,172992.15,1513,65
2010,Sandworms,Beals,Washington,A,Live Pounds,70350.13,337680.84,2571,59
2010,Sandworms,Gouldsboro,Hancock,A,Live Pounds,2005.89,10688.4,52,13
2010,Sandworms,Hancock,Hancock,B,Live Pounds,11170.23,54701.85,284,24
2010,Sandworms,Harrington,Washington,A,Live Pounds,7594.22,36475.35,280,36
2010,Sandworms,Jonesport,Washington,A,Live Pounds,7116.14,34395.8,300,37
2010,Sandworms,Lamoine,Hancock,B,Live Pounds,11985.66,71298.15,379,15
2010,Sandworms,Milbridge,Washington,A,Live Pounds,617.42,3170.225,44,16
2010,Sandworms,Other Lincoln,Lincoln,UK,Live Pounds,35335.74,212031.75,1219,31
2010,Sandworms,Other Maine,Not-Specified,UK,Live Pounds,62897.65,364431.38,2188,120
2010,Sandworms,Steuben,Washington,A,Live Pounds,189.48,1055.675,30,12
2010,Sandworms,Trenton,Hancock,B,Live Pounds,13235.16,79337.8,355,24
2010,Sandworms,Westport Island,Lincoln,E,Live Pounds,778.18,4661.25,38,14
2010,Sandworms,Wiscasset,Lincoln,E,Live Pounds,10263.45,61589.75,421,19
2010,Scallop Sea,Blue Hill,Hancock,C,Meat Pounds,4620,57471.3,69,6
2010,Scallop Sea,Cutler,Washington,A,Meat Pounds,450,3448.69,10,9
2010,Scallop Sea,Deer Isle,Hancock,C,Meat Pounds,488,4686.41,9,3
2010,Scallop Sea,Eastport,Washington,A,Meat Pounds,211,2830.175,3,3
2010,Scallop Sea,Harpswell,Cumberland,F,Meat Pounds,1598,13336.43,35,4
2010,Scallop Sea,Jonesport,Washington,A,Meat Pounds,33980,251185.91,398,61
2010,Scallop Sea,Lubec,Washington,A,Meat Pounds,19150,139204.998,224,36
2010,Scallop Sea,Machiasport,Washington,A,Meat Pounds,2292,51614.225,104,18
2010,Scallop Sea,Other Maine,Not-Specified,UK,Meat Pounds,79975.92917,596932.125,842,103
2010,Scallop Sea,Pembroke,Washington,A,Meat Pounds,26780,220720.075,257,38
2010,Scallop Sea,Portland,Cumberland,F,Meat Pounds,3829,26689.1,44,7
2010,Scallop Sea,Sorrento,Hancock,B,Meat Pounds,5063,43937.25,53,5
2010,Scallop Sea,Southwest Harbor,Hancock,B,Meat Pounds,2308,23427.7,39,12
2010,Scallop Sea,Spruce Head,Knox,D,Meat Pounds,5551,45813.503,82,11
2010,Scallop Sea,Stonington,Hancock,C,Meat Pounds,6190,64545.945,141,13
2010,Sea Urchin,Ellsworth,Hancock,B,Live Pounds,638512,1392278.16,1259,185
2010,Sea Urchin,Jonesport,Washington,A,Live Pounds,529357,1020581.25,871,146
2010,Sea Urchin,Lubec,Washington,A,Live Pounds,704907,1618575.2,1193,152
2010,Sea Urchin,Other Maine,Not-Specified,UK,Live Pounds,641373,1330133.9,974,170
2010,Sea Urchin,Tenants Harbor,Knox,D,Live Pounds,77367,128257.6,180,31
2010,Shrimp Northern,Boothbay Harbor,Lincoln,E,Live Pounds,986508,513320.32,569,28
2010,Shrimp Northern,New Harbor,Lincoln,E,Live Pounds,631404,323172.84,444,21
2010,Shrimp Northern,Other Maine,Not-Specified,UK,Live Pounds,4553456.6,2408635.55,1899,87
2010,Shrimp Northern,Port Clyde,Knox,D,Live Pounds,536116,310881.03,225,12
2010,Shrimp Northern,Portland,Cumberland,F,Live Pounds,2821630,1655894.6,706,40
2010,Shrimp Northern,South Bristol,Lincoln,E,Live Pounds,2638337,1390966.15,1284,46
2010,Shrimp Northern,Tenants Harbor,Knox,D,Live Pounds,104662.4,57134.88,130,10
2010,Skates,Other Maine,Not-Specified,UK,Live Pounds,10964.1,3010.65,14,7
2010,Smelts,Other Maine,Not-Specified,UK,Live Pounds,699,1348.34,26,4
2010,Swordfish,Other Maine,Not-Specified,UK,Live Pounds,48508.76,183148.523,8,3
2010,Tuna Atlantic Bluefin,Biddeford Pool,York,G,Live Pounds,12399,105775,0,3
2010,Tuna Atlantic Bluefin,Friendship,Knox,D,Live Pounds,4058,30578,0,5
2010,Tuna Atlantic Bluefin,Kennebunkport,York,G,Live Pounds,12626,99365,0,5
2010,Tuna Atlantic Bluefin,Other Cumberland,Cumberland,UK,Live Pounds,16144,129917,0,7
2010,Tuna Atlantic Bluefin,Other Maine,Not-Specified,UK,Live Pounds,41487.5,336059.16,3,24
2010,Tuna Atlantic Bluefin,Other York,York,UK,Live Pounds,24835,189186,0,7
2010,Tuna Atlantic Bluefin,Portland,Cumberland,F,Live Pounds,47510,331682,0,8
2010,Tuna Atlantic Bluefin,York,York,G,Live Pounds,9073,64443,0,5
2010,Unidentified Catch,Other Maine,Not-Specified,UK,Live Pounds,29832094.8,78078231.89,1501,74
2010,Whelk Waved,Other Maine,Not-Specified,UK,Live Pounds,30903.5,21941.32,155,30
2011,Bloodworms,Addison,Washington,A,Live Pounds,14033.67,148338.06,1648,122
2011,Bloodworms,Bar Harbor,Hancock,B,Live Pounds,1784.2,18847.09,131,18
2011,Bloodworms,Bath,Sagadahoc,E,Live Pounds,3865.22,42407.67,322,89
2011,Bloodworms,Beals,Washington,A,Live Pounds,1536.52,16040.19,755,50
2011,Bloodworms,Belfast,Waldo,D,Live Pounds,1561.47,16916.29,105,30
2011,Bloodworms,Blue Hill,Hancock,C,Live Pounds,266.56,2816.15,24,13
2011,Bloodworms,Boothbay,Lincoln,E,Live Pounds,1638.31,18024.15,135,27
2011,Bloodworms,Boothbay Harbor,Lincoln,E,Live Pounds,128.86,1433.08,12,12
2011,Bloodworms,Brooklin,Hancock,C,Live Pounds,1416.72,14965.25,100,8
2011,Bloodworms,Brunswick,Cumberland,F,Live Pounds,2139.99,23496.6,189,35
2011,Bloodworms,Bucksport,Hancock,D,Live Pounds,392.81,4231.57,27,14
2011,Bloodworms,Damariscotta,Lincoln,E,Live Pounds,2213.34,24348.47,170,56
2011,Bloodworms,Deer Isle,Hancock,C,Live Pounds,5727.48,62639.65,169,39
2011,Bloodworms,Eastport,Washington,A,Live Pounds,614.97,6495.67,41,20
2011,Bloodworms,Ellsworth,Hancock,B,Live Pounds,586.17,6192.69,51,13
2011,Bloodworms,Franklin,Hancock,B,Live Pounds,1041.92,11030,81,27
2011,Bloodworms,Freeport,Cumberland,F,Live Pounds,281.28,3045.38,23,15
2011,Bloodworms,Gouldsboro,Hancock,A,Live Pounds,621.13,6590.01,46,23
2011,Bloodworms,Hancock,Hancock,B,Live Pounds,68210.42,720550.7,5160,153
2011,Bloodworms,Harrington,Washington,A,Live Pounds,16949.57,179218.09,1845,126
2011,Bloodworms,Jonesboro,Washington,A,Live Pounds,100.34,1060.01,7,6
2011,Bloodworms,Jonesport,Washington,A,Live Pounds,8115.73,85733.99,681,94
2011,Bloodworms,Lamoine,Hancock,B,Live Pounds,11972.46,126470.17,868,75
2011,Bloodworms,Lubec,Washington,A,Live Pounds,2643.03,27924.35,301,18
2011,Bloodworms,Milbridge,Washington,A,Live Pounds,18031.69,190603.78,1478,108
2011,Bloodworms,Other Hancock,Hancock,B,Live Pounds,11.36,119.99,1,1
2011,Bloodworms,Other Hancock,Hancock,UK,Live Pounds,470.73,5020.2,40,20
2011,Bloodworms,Other Maine,Not-Specified,UK,Live Pounds,13867.3,148218.1,881,191
2011,Bloodworms,Portland,Cumberland,F,Live Pounds,319.9,3480.68,19,16
2011,Bloodworms,Searsport,Waldo,D,Live Pounds,126.85,1410.56,9,9
2011,Bloodworms,Steuben,Washington,A,Live Pounds,6606.08,69791.7,700,51
2011,Bloodworms,Sullivan,Hancock,B,Live Pounds,1611.86,17026.79,120,39
2011,Bloodworms,Trenton,Hancock,B,Live Pounds,17859.47,188687.43,1442,86
2011,Bloodworms,Waldoboro,Lincoln,D,Live Pounds,13218.21,142698.14,959,123
2011,Bloodworms,West Bath,Sagadahoc,E,Live Pounds,1274.56,14014.91,100,43
2011,Bloodworms,Westport Island,Lincoln,E,Live Pounds,7528.76,80445.87,432,61
2011,Bloodworms,Wiscasset,Lincoln,E,Live Pounds,80748.3,919947.49,7140,235
2011,Bloodworms,Woolwich,Sagadahoc,E,Live Pounds,216309.79,2496682.12,16864,317
2011,Clam Northern Quahog / Hard,Brunswick,Cumberland,F,Live Pounds,85825.58,72607.36,374,39
2011,Clam Northern Quahog / Hard,Harpswell,Cumberland,F,Live Pounds,36377.17,32207.21,165,37
2011,Clam Northern Quahog / Hard,Other Maine,Not-Specified,UK,Live Pounds,96749.11,92610.15,486,39
2011,Clam Northern Quahog / Hard,West Bath,Sagadahoc,E,Live Pounds,235154.09,217495.82,1354,90
2011,Clam Ocean Quahog,Jonesport,Washington,A,Live Pounds,5016175,2019222,0,12
2011,Clam Ocean Quahog,Other Maine,Not-Specified,UK,Live Pounds,372085,125656,0,3
2011,Clam Soft,Addison,Washington,A,Live Pounds,325160.56,385503.255,3558,119
2011,Clam Soft,Bar Harbor,Hancock,B,Live Pounds,8070.62,15155.09,87,20
2011,Clam Soft,Blue Hill,Hancock,C,Live Pounds,39343.79,48961.54,330,37
2011,Clam Soft,Boothbay,Lincoln,E,Live Pounds,214568.88,277761.8,2502,56
2011,Clam Soft,Boothbay Harbor,Lincoln,E,Live Pounds,44557.31,66574.925,503,10
2011,Clam Soft,Bremen,Lincoln,D,Live Pounds,175071.32,222225.35,1507,49
2011,Clam Soft,Bristol,Lincoln,D,Live Pounds,2247.66,2962.35,28,6
2011,Clam Soft,Brooklin,Hancock,C,Live Pounds,114523.97,148265.006,838,38
2011,Clam Soft,Brooksville,Hancock,C,Live Pounds,60808.86,87402.38,809,51
2011,Clam Soft,Brunswick,Cumberland,F,Live Pounds,554862.85,861581.953,4659,84
2011,Clam Soft,Cape Porpoise,York,G,Live Pounds,4804.77,7675.834,97,5
2011,Clam Soft,Cushing,Knox,D,Live Pounds,237668.4,334861.222,2369,99
2011,Clam Soft,Cutler,Washington,A,Live Pounds,166147.14,226546.8,2096,67
2011,Clam Soft,Damariscotta,Lincoln,E,Live Pounds,147950.14,192756.75,1636,56
2011,Clam Soft,Deer Isle,Hancock,C,Live Pounds,531300.75,675434.792,4593,117
2011,Clam Soft,Franklin,Hancock,B,Live Pounds,42026.9,61335.923,430,34
2011,Clam Soft,Freeport,Cumberland,F,Live Pounds,726054.77,1088820.486,4392,66
2011,Clam Soft,Friendship,Knox,D,Live Pounds,140206.56,183217.88,1822,70
2011,Clam Soft,Georgetown,Sagadahoc,E,Live Pounds,170249.88,265942.337,1189,23
2011,Clam Soft,Gouldsboro,Hancock,A,Live Pounds,122611.39,173193.07,1053,38
2011,Clam Soft,Hancock,Hancock,B,Live Pounds,23232.07,32492.4,249,42
2011,Clam Soft,Harpswell,Cumberland,F,Live Pounds,426970.35,658389.322,4357,88
2011,Clam Soft,Harrington,Washington,A,Live Pounds,476937.75,542893.142,4727,101
2011,Clam Soft,Isle au Haut,Knox,C,Live Pounds,18200,26596.01,125,26
2011,Clam Soft,Islesboro,Waldo,D,Live Pounds,1915.5,2562.15,18,11
2011,Clam Soft,Jonesboro,Washington,A,Live Pounds,72926.25,98419.48,834,31
2011,Clam Soft,Jonesport,Washington,A,Live Pounds,122793.5,140488.396,1407,75
2011,Clam Soft,Lamoine,Hancock,B,Live Pounds,253978.22,363804.532,2411,91
2011,Clam Soft,Lubec,Washington,A,Live Pounds,158907.12,251900.225,1767,71
2011,Clam Soft,Machias,Washington,A,Live Pounds,17308.5,23169.15,226,30
2011,Clam Soft,Machiasport,Washington,A,Live Pounds,712423.07,855848.777,8648,143
2011,Clam Soft,Milbridge,Washington,A,Live Pounds,286554.65,399193.47,3218,117
2011,Clam Soft,Mount Desert,Hancock,B,Live Pounds,3523.77,5001.15,26,10
2011,Clam Soft,Newcastle,Lincoln,E,Live Pounds,14032.36,17524.6,183,10
2011,Clam Soft,North Haven,Knox,C,Live Pounds,9473.65,12445.25,66,28
2011,Clam Soft,Other Hancock,Hancock,B,Live Pounds,327.97,371.98,5,3
2011,Clam Soft,Other Hancock,Hancock,UK,Live Pounds,1009,1715.7,6,5
2011,Clam Soft,Other Maine,Not-Specified,UK,Live Pounds,342291.73,477747.777,3801,204
2011,Clam Soft,Other Maine,UK,UK,Live Pounds,9159.93,10613.5,75,29
2011,Clam Soft,Pembroke,Washington,A,Live Pounds,68349.87,97094.2,1025,56
2011,Clam Soft,Penobscot,Hancock,D,Live Pounds,22618.96,33627,171,11
2011,Clam Soft,Phippsburg,Sagadahoc,E,Live Pounds,223679.5,334166.175,2344,47
2011,Clam Soft,Portland,Cumberland,F,Live Pounds,30741.48,48194.35,133,5
2011,Clam Soft,Roque Bluffs,Washington,A,Live Pounds,184874.48,232392.8,2638,50
2011,Clam Soft,Scarborough,Cumberland,G,Live Pounds,451842.4,570783.01,2966,55
2011,Clam Soft,Sedgwick,Hancock,C,Live Pounds,42220.64,51532.4,514,38
2011,Clam Soft,Sorrento,Hancock,B,Live Pounds,29038.13,38035.87,282,34
2011,Clam Soft,South Bristol,Lincoln,E,Live Pounds,177570.81,247210.65,1537,38
2011,Clam Soft,South Thomaston,Knox,D,Live Pounds,47283.88,64734.06,433,65
2011,Clam Soft,St. George,Knox,D,Live Pounds,585388.07,814953.28,4933,160
2011,Clam Soft,Steuben,Washington,A,Live Pounds,120059.9,155253.57,1529,81
2011,Clam Soft,Stonington,Hancock,C,Live Pounds,226725.06,276812.763,2250,71
2011,Clam Soft,Sullivan,Hancock,B,Live Pounds,46606.72,70145.645,458,48
2011,Clam Soft,Surry,Hancock,B,Live Pounds,6208,7263.63,62,6
2011,Clam Soft,Swans Island,Hancock,B,Live Pounds,265591.64,346784.908,1705,53
2011,Clam Soft,Thomaston,Knox,D,Live Pounds,293830.26,491214.654,1490,55
2011,Clam Soft,Tremont,Hancock,B,Live Pounds,7507.99,10196.925,63,12
2011,Clam Soft,Trenton,Hancock,B,Live Pounds,99324.03,168220.631,1039,56
2011,Clam Soft,Trescott,Washington,A,Live Pounds,33565.78,47875.4,254,24
2011,Clam Soft,Vinalhaven,Knox,C,Live Pounds,37433.45,56384.09,251,52
2011,Clam Soft,Waldoboro,Lincoln,D,Live Pounds,1029942.68,1406173.277,10137,227
2011,Clam Soft,West Bath,Sagadahoc,E,Live Pounds,122482.35,189037.917,1118,27
2011,Clam Soft,Westport Island,Lincoln,E,Live Pounds,2398.39,3606.89,62,4
2011,Clam Soft,Whiting,Washington,A,Live Pounds,28350.48,41271.7,297,19
2011,Clam Soft,Winter Harbor,Hancock,B,Live Pounds,19012.36,29027.075,147,9
2011,Clam Soft,Wiscasset,Lincoln,E,Live Pounds,36723.37,60597.4,336,21
2011,Clam Soft,Woolwich,Sagadahoc,E,Live Pounds,22648.89,37804.474,269,13
2011,Clam Soft,Yarmouth,Cumberland,F,Live Pounds,545011.94,673180.29,1319,27
2011,Cod Atlantic,Portland,Cumberland,F,Live Pounds,605348.33,1188482.871,666,35
2011,Cod Atlantic,South Bristol,Lincoln,E,Live Pounds,5035.28,10068.092,21,4
2011,Crab Atlantic Rock,Bar Harbor,Hancock,B,Live Pounds,20120.2,10035.5,187,18
2011,Crab Atlantic Rock,Beals,Washington,A,Live Pounds,168253.6,58172.51,1365,90
2011,Crab Atlantic Rock,Blue Hill,Hancock,C,Live Pounds,40421.3,19163.155,173,15
2011,Crab Atlantic Rock,Deer Isle,Hancock,C,Live Pounds,28670.9,9695.11,77,11
2011,Crab Atlantic Rock,Lubec,Washington,A,Live Pounds,70228.7,24986.431,272,15
2011,Crab Atlantic Rock,Other Maine,Not-Specified,UK,Live Pounds,655213.59,278076.3,3341,239
2011,Crab Atlantic Rock,Portland,Cumberland,F,Live Pounds,10736,5921.5,515,20
2011,Crab Atlantic Rock,Stonington,Hancock,C,Live Pounds,112482,43507.15,894,66
2011,Crab Atlantic Rock,Vinalhaven,Knox,C,Live Pounds,87772.5,30688.35,1470,65
2011,Crab Jonah,Cutler,Washington,A,Live Pounds,179403,51447.6,398,30
2011,Crab Jonah,Milbridge,Washington,A,Live Pounds,40949,17434.7,363,23
2011,Crab Jonah,Other Maine,Not-Specified,UK,Live Pounds,759328.9,265935.64,6495,288
2011,Crab Jonah,Prospect Harbor,Hancock,A,Live Pounds,7069,3428.65,18,6
2011,Crab Jonah,Stonington,Hancock,C,Live Pounds,53670,18648.6,506,55
2011,Crab Jonah,Winter Harbor,Hancock,B,Live Pounds,31396,15154.9,95,10
2011,Crab Unc,Other Maine,Not-Specified,UK,Live Pounds,211343,91315.79,1858,95
2011,Cusk,Other Maine,Not-Specified,UK,Live Pounds,2063.63,1857.164,105,12
2011,Cusk,Portland,Cumberland,F,Live Pounds,16212.11,14701.806,311,24
2011,Dogfish Spiny,Other Maine,Not-Specified,UK,Live Pounds,349166,74848.616,208,14
2011,Elver,Bangor,Penobscot,D,Live Pounds,102.57,101251,98,47
2011,Elver,Bath,Sagadahoc,E,Live Pounds,10.93,8705.5,12,6
2011,Elver,Belfast,Waldo,D,Live Pounds,272.62,246856,216,38
2011,Elver,Boothbay,Lincoln,E,Live Pounds,49.31,42050.75,88,12
2011,Elver,Bucksport,Hancock,D,Live Pounds,37.41,34598.5,15,10
2011,Elver,Camden,Knox,D,Live Pounds,136.89,93835.5,138,29
2011,Elver,Ellsworth,Hancock,B,Live Pounds,767.13,694547,667,105
2011,Elver,Frankfort,Waldo,D,Live Pounds,49.12,47080,52,13
2011,Elver,Orland,Hancock,D,Live Pounds,244.55,228357.5,187,23
2011,Elver,Other Hancock,Hancock,B,Live Pounds,0.45,337.5,1,1
2011,Elver,Other Hancock,Hancock,UK,Live Pounds,319.7,278138.14,232,74
2011,Elver,Other Maine,Not-Specified,UK,Live Pounds,2974.27,2570792.72,1982,264
2011,Elver,Pemaquid,Lincoln,E,Live Pounds,254.38,217277,238,30
2011,Elver,Phippsburg,Sagadahoc,E,Live Pounds,32.1,26854.5,72,6
2011,Elver,Portland,Cumberland,F,Live Pounds,1355.99,1374738,405,41
2011,Elver,Rockland,Knox,D,Live Pounds,13.67,13112,3,3
2011,Elver,Steuben,Washington,A,Live Pounds,41.82,27576,10,5
2011,Elver,Sullivan,Hancock,B,Live Pounds,293.24,253833.5,274,36
2011,Elver,Waldoboro,Lincoln,D,Live Pounds,1031.91,887719.5,1203,98
2011,Elver,Warren,Knox,D,Live Pounds,396.42,361089.5,203,37
2011,Elver,Yarmouth,Cumberland,F,Live Pounds,200.42,144581.75,70,17
2011,Flounder Atlantic Witch (Gray Sole),Portland,Cumberland,F,Live Pounds,76965,147575.827,430,31
2011,Haddock,Other Maine,Not-Specified,UK,Live Pounds,27895.14,33809.676,376,40
2011,Hake White,Portland,Cumberland,F,Live Pounds,656734.04,618841.826,637,34
2011,Halibut Atlantic,Milbridge,Washington,A,Live Pounds,842.73,5274.975,15,8
2011,Halibut Atlantic,Other Maine,Not-Specified,UK,Live Pounds,34636.44,226734.152,424,128
2011,Halibut Atlantic,Port Clyde,Knox,D,Live Pounds,1127.59,7310.225,18,8
2011,Herring Atlantic,Other Maine,Not-Specified,UK,Live Pounds,9575135.81,1582116.41,223,12
2011,Herring Atlantic,Portland,Cumberland,F,Live Pounds,49744397.94,7215473.95,970,25
2011,Herring Atlantic,Prospect Harbor,Hancock,A,Live Pounds,1595200,237380,40,5
2011,Herring Atlantic,Rockland,Knox,D,Live Pounds,32674687,4817500.48,530,14
2011,Herring Atlantic,Stonington,Hancock,C,Live Pounds,3463600,519540,89,3
2011,Lobster American,Addison,Washington,A,Live Pounds,1218808.15,3313274.809,3046,88
2011,Lobster American,Bailey Island,Cumberland,F,Live Pounds,1622881.33,5351862.056,4700,80
2011,Lobster American,Bar Harbor,Hancock,B,Live Pounds,1183074.58,4012513.873,1744,53
2011,Lobster American,Bass Harbor,Hancock,B,Live Pounds,2298947,7732566.05,5422,114
2011,Lobster American,Beals,Washington,A,Live Pounds,3744067.94,11148829.22,11245,221
2011,Lobster American,Belfast,Waldo,D,Live Pounds,223052.79,679324.067,803,43
2011,Lobster American,Biddeford Pool,York,G,Live Pounds,179734.61,641118.355,861,22
2011,Lobster American,Blue Hill,Hancock,C,Live Pounds,1262613.01,4123448.201,2213,56
2011,Lobster American,Boothbay,Lincoln,E,Live Pounds,10248.58,42144,46,5
2011,Lobster American,Boothbay Harbor,Lincoln,E,Live Pounds,1350867.81,4364008.926,5687,126
2011,Lobster American,Bremen,Lincoln,D,Live Pounds,867123.13,2575419.88,3729,59
2011,Lobster American,Brooklin,Hancock,C,Live Pounds,143016.49,435417.583,392,12
2011,Lobster American,Brooksville,Hancock,C,Live Pounds,48025.26,159854.327,127,10
2011,Lobster American,Bucks Harbor,Washington,A,Live Pounds,326048.7,944643.735,1431,35
2011,Lobster American,Camden,Knox,D,Live Pounds,6837.79,22485.278,33,4
2011,Lobster American,Cape Elizabeth,Cumberland,F,Live Pounds,98663.15,363038.103,596,23
2011,Lobster American,Cape Porpoise,York,G,Live Pounds,692716.53,2444457,3522,48
2011,Lobster American,Cundys Harbor,Cumberland,F,Live Pounds,1339013.13,4158309.363,4021,64
2011,Lobster American,Cushing,Knox,D,Live Pounds,1676328.21,5662931.083,4172,79
2011,Lobster American,Cutler,Washington,A,Live Pounds,1917014.5,5836357.646,3049,58
2011,Lobster American,Deer Isle,Hancock,C,Live Pounds,386677.5,1309720.285,772,32
2011,Lobster American,Eastport,Washington,A,Live Pounds,802852.7,2748950.349,1690,35
2011,Lobster American,Edgecomb,Lincoln,E,Live Pounds,4432,13273.13,78,4
2011,Lobster American,Falmouth,Cumberland,F,Live Pounds,34840.7,140924.207,135,7
2011,Lobster American,Five Islands,Sagadahoc,E,Live Pounds,163001.75,604600.89,487,33
2011,Lobster American,Freeport,Cumberland,F,Live Pounds,245749.5,840520.9,754,16
2011,Lobster American,Friendship,Knox,D,Live Pounds,4325524,14517817.37,11818,172
2011,Lobster American,Georgetown,Sagadahoc,E,Live Pounds,317803.09,1032052.76,1018,22
2011,Lobster American,Gouldsboro,Hancock,A,Live Pounds,491533.8,1288578.74,1229,24
2011,Lobster American,Gouldsboro,Hancock,B,Live Pounds,32469,116154.15,80,5
2011,Lobster American,Hancock,Hancock,B,Live Pounds,224507.35,773376.636,458,24
2011,Lobster American,Harpswell,Cumberland,F,Live Pounds,2793678.29,9295513.272,9413,184
2011,Lobster American,Islesboro,Waldo,D,Live Pounds,128682.85,418540.41,146,7
2011,Lobster American,Jonesport,Washington,A,Live Pounds,2722772.55,7709565.427,7392,175
2011,Lobster American,Kennebunkport,York,G,Live Pounds,193801.23,667230.362,1159,23
2011,Lobster American,Kittery,York,G,Live Pounds,1228797.9,4493244.585,4186,72
2011,Lobster American,Lincolnville,Waldo,D,Live Pounds,37005,124436.69,97,5
2011,Lobster American,Lubec,Washington,A,Live Pounds,223461.25,845784.221,725,30
2011,Lobster American,Machiasport,Washington,A,Live Pounds,1089959.62,3131018.635,2952,48
2011,Lobster American,Milbridge,Washington,A,Live Pounds,2509756.6,7943347.59,6039,112
2011,Lobster American,Monhegan,Lincoln,D,Live Pounds,63478.27,250163.17,112,11
2011,Lobster American,New Harbor,Lincoln,E,Live Pounds,1048239.5,3162010.795,5496,48
2011,Lobster American,Ogunquit,York,G,Live Pounds,268047.61,974035.295,801,15
2011,Lobster American,Other Cumberland,Cumberland,UK,Live Pounds,73656.1,264950.775,116,3
2011,Lobster American,Other Maine,Not-Specified,UK,Live Pounds,11414532.54,36936692.37,28747,620
2011,Lobster American,Owls Head,Knox,D,Live Pounds,2039086.67,6791522.32,3371,49
2011,Lobster American,Pemaquid,Lincoln,E,Live Pounds,248966.5,794349.92,1590,29
2011,Lobster American,Penobscot,Hancock,D,Live Pounds,13049,44476.631,72,4
2011,Lobster American,Phippsburg,Sagadahoc,E,Live Pounds,413174.73,1527567.404,1841,34
2011,Lobster American,Pine Point,Cumberland,G,Live Pounds,10820.45,35805,51,5
2011,Lobster American,Port Clyde,Knox,D,Live Pounds,2512218.5,7468168.08,6144,137
